Word,alternate-spellings,transliteration,Gloss,Strongs,frequency
"ἀναντίρρητος, -ον",,anantirrētos,"not to be contradicted, undeniable, indisputable",368,1
ἀναντιρρήτως,,anantirrētōs,"without objection, without contradiction",369,1
"ἀνάξιος, -ον",,anaxios,"unworthy, incompetent, inadequate",370,1
ἀναξίως,,anaxiōs,"in an unworthy or improper manner, unworthily, in an unworthy manner",371,2
"ἀνάπαυσις, -εως, ἡ",,anapausis,"cessation, rest, cessation from labor, refreshment",372,5
ἀναπαύω,,anapauō,"давать покой, отдыхать, покоиться",373,12
ἀναπείθω,,anapeithō,"induce, persuade, urge by evil persuasion, tempt",374,1
"ἀνάπειρος, -ον",,anapeiros,crippled,,
ἀναπέμπω,,anapempō,"send back, send up to a higher tribunal",375,5
ἀναπηδάω,,anapēdaō,"stand up, leap up, jump",,1
"ἀνάπηρος, -ον",,anapēros,"crippled, maimed",376,2
ἀναπίπτω,,anapiptō,"возлечь, сесть за стол",377,11
ἀναπληρόω,,anaplēroō,"fill up, fulfill, make up",378,6
"ἀναπολόγητος, -ον",,anapologētos,"without excuse, inexcusable, indefensible",379,2
ἀναπτύσσω,,anaptussō,unroll,380,1
ἀνάπτω,,anaptō,"kindle, set on fire",381,3
"ἀναρίθμητος, -ον",,anarithmētos,"innumerable, uncountable",382,1
ἀνασείω,,anaseiō,"stir up, incite, shake up, excite",383,2
ἀνασκευάζω,,anaskeuazō,"upset, unsettle, pervert, destroy",384,1
ἀνασπάω,,anaspaō,"draw up, pull up, drag up",385,2
"ἀνάστασις, -εως, ἡ",,anastasis,"воскресение, подъем, вставание",386,42
ἀναστατόω,,anastatoō,"stir up, disturb, upset, turn upside down, unsettle",387,3
ἀνασταυρόω,,anastauroō,crucify again,388,1
ἀναστενάζω,,anastenazō,"sigh deeply, groan or sigh deeply",389,1
ἀναστρέφω,,anastrephō,"вернуться, перевернуть, жить, вести образ жизни",390,11
"ἀναστροφή, -ῆς, ἡ",,anastrophē,"поведение, образ жизни",391,13
ἀνατάσσομαι,,anatassomai,"arrange in order, compile, arrange, draw up, compose",392,1
ἀνατέλλω,,anatellō,"cause to rise, make to rise, rise, shine",393,9
ἀνατίθημι,,anatithēmi,"set forth, declare, lay a case before, impart, communicate, relate",394,2
"ἀνατολή, -ῆς, ἡ",,anatolē,"восход, восток",395,10
ἀνατρέπω,,anatrepō,"overturn, upset, destroy, subvert, overthrow",396,3
ἀνατρέφω,,anatrephō,"nurture, care for, bring up, rear",397,3
ἀναφαίνω,,anaphainō,"bring to light, cause to appear, sight, appear",398,2
ἀναφέρω,,anapherō,"приносить (жертву), возносить, преподносить",399,10
ἀναφωνέω,,anaphōneō,"cry out, call out, shout",400,1
"ἀνάχυσις, -εως, ἡ",,anachusis,"wide stream, flood, excess, outpouring",401,1
ἀναχωρέω,,anachōreō,"уходить, удаляться, возвращаться",402,14
"ἀνάψυξις, -εως, ἡ",,anapsuxis,"recovery of breath, refreshing, refreshment",403,1
ἀναψύχω,,anapsuchō,"refresh, revive, comfort",404,1
"ἀνδραποδιστής, -οῦ, ὁ",,andrapodistēs,"slave dealer, kidnapper, enslaver",405,1
"Ἀνδρέας, -ου, ὁ",,Andreas,Андрей,406,13
"ἀνδρεῖος, -α, -ον",,andreios,"brave, strong",,
ἀνδρίζομαι,,andrizomai,"act like a man, am brave",407,1
"Ἀνδρόνικος, -ου, ὁ",,Andronikos,Andronicus,408,1
"ἀνδροφόνος, -ου, ὁ",,androphonos,murderer,409,1
"ἀνέγκλητος, -ον",,anegklētos,"above reproach, blameless, irreproachable",410,5
"ἀνεκδιήγητος, -ον",,anekdiēgētos,"indescribable, that cannot be thoroughly related",411,1
"ἀνεκλάλητος, -ον",,aneklalētos,"inexpressible, unspeakable",412,1
"ἀνέκλειπτος, -ον",,anekleiptos,"unfailing, inexhaustible",413,1
ἀνεκτός,,anektos,"tolerable, bearable, endurable",414,5
"ἀνελεήμων, -ον",,aneleēmōn,"unmerciful, without compassion, cruel",415,1
"ἀνέλεος, -ον",,aneleos,"merciless, without mercy",448,1
ἀνεμίζω,,anemizō,am blown with the wind,416,1
"ἄνεμος, -ου, ὁ",,anemos,ветер,417,31
"ἀνένδεκτος, -ον",,anendektos,impossible,418,1
"ἀνεξεραύνητος, -ον",,anexeraunētos,unfathomable,419,1
"ἀνεξερεύνητος, -ον",,anexereunētos,"that cannot be searched into, inscrutable",419,1
"ἀνεξίκακος, -ον",,anexikakos,"patient, tolerant, enduring evil, patient of evil",420,1
"ἀνεξιχνίαστος, -ον",,anexichniastos,"inscrutable, incomprehensible",421,2
"ἀνεπαίσχυντος, -ον",,anepaischuntos,"unashamed, not needing to be ashamed, having no cause to be ashamed",422,1
"ἀνεπίλημπτος, -ον",,anepilēmptos,"above reproach, irreproachable",423,3
"ἀνεπίληπτος, -ον",,anepilēptos,"above reproach, irreproachable",423,3
ἀνέρχομαι,,anerchomai,"go up, come up",424,3
"ἄνεσις, -εως, ἡ",,anesis,"loosening, relaxation, rest, relief, remission, indulgence, freedom",425,5
ἀνετάζω,,anetazō,examine judicially,426,2
ἄνευ,,aneu,"without {+gen}, without the cooperation or knowledge of",427,3
"ἀνεύθετος, -ον",,aneuthetos,"unsuitable, poor, inconvenient",428,1
ἀνευρίσκω,,aneuriskō,"find out, look for, find by seeking out",429,2
ἀνέχω,,anechō,"терпеть, переносить (с терпением)",430,15
"ἀνεψιός, -οῦ, ὁ",,anepsios,cousin,431,1
"ἄνηθον, -ου, τό",,anēthon,"dill, anise",432,1
ἀνήκω,,anēkō,"be fit, be proper, is due, becoming, suitable, proper",433,3
"ἀνήμερος, -ον",,anēmeros,"savage, brutal, not tame, fierce",434,1
"ἀνήρ, -ος, ὁ",,anēr,"мужчина, муж",435,216
ἀνθίστημι,,anthistēmi,"сопротивляться, противиться",436,14
ἀνθομολογέομαι,,anthomologeomai,"praise, give thanks, confess, give thanks to",437,1
"ἄνθος, -ους, τό",,anthos,"flower, bloom",438,4
"ἀνθρακιά, -ᾶς, ἡ",,anthrakia,"charcoal fire, heap of burning coals",439,2
"ἄνθραξ, -ακος, ὁ",,anthrax,"charcoal, coals, coal",440,1
"ἀνθρωπάρεσκος, -ον",,anthrōpareskos,"people pleaser, concerned about pleasing others",441,2
"ἀνθρώπινος, -η, -ον",,anthrōpinos,"human, belonging to human beings",442,7
"ἀνθρωποκτόνος, -ου, ὁ",,anthrōpoktonos,murderer,443,3
"ἄνθρωπος, -ου, ὁ",,anthrōpos,человек,444,548
ἀνθυπατεύω,,anthupateuō,"act as proconsul, be a deputy",445,1
"ἀνθύπατος, -ου, ὁ",,anthupatos,"consul, proconsul",446,4
ἀνίημι,,aniēmi,"give up, loosen, unfasten, let go, release, neglect",447,4
"ἄνιπτος, -ον",,aniptos,unwashed,449,3
ἀνίστημι,,anistēmi,"поднимать, возвещать, вставать",450,112
"Ἅννα, -ας, ἡ",,Anna,"Anna, Hannah",451,1
"Ἅννας, -α, ὁ",,Annas,Annas,452,4
"ἀνόητος, -ον",,anoētos,"foolish, thoughtless",453,6
"ἄνοια, -ας, ἡ",,anoia,"folly, foolishness, madness",454,2
ἀνοίγω,,anoigō,открывать,455,78
ἀνοικοδομέω,,anoikodomeō,"rebuild, build up, build",456,2
"ἄνοιξις, -εως, ἡ",,anoixis,"opening, act of opening",457,1
"ἀνομία, -ας, ἡ",,anomia,беззаконие,458,15
"ἄνομος, -ον",,anomos,беззаконный,459,10
ἀνόμως,,anomōs,"lawlessly, without law",460,2
ἀνορθόω,,anorthoō,"restore, strengthen, rebuild, make straight again, rear again",461,3
"ἀνόσιος, -ον",,anosios,"unholy, regarding nothing as holy",462,2
"ἀνοχή, -ῆς, ἡ",,anochē,forbearance,463,2
ἀνταγωνίζομαι,,antagōnizomai,"struggle, strive, resist, strive against",464,1
"ἀντάλλαγμα, -τος, τό",,antallagma,"exchange, purchasing price",465,2
ἀνταναπληρόω,,antanaplēroō,"fill up in turn, fill up in place of someone else",466,1
ἀνταποδίδωμι,,antapodidōmi,"recompense, repay, give in return",467,7
"ἀνταπόδομα, -τος, τό",,antapodoma,"repayment, reward, recompense, gift in return, return",468,2
"ἀνταπόδοσις, -εως, ἡ",,antapodosis,"recompense, reward",469,1
ἀνταποκρίνομαι,,antapokrinomai,"answer again, contradict",470,2
ἀντεῖπον,,anteipon,"speak or say in opposition, contradict",471,
ἀντέχομαι,,antechomai,"hold, hold fast, be devoted to, hold fast to",472,4
ἀντί,,anti,"вместо, за, ради, из-за",473,22
ἀντιβάλλω,,antiballō,"exchange, discuss, throw at in opposition, exchange words with",474,1
ἀντιδιατίθεμαι,,antidiatithemai,oppose,475,1
ἀντιδιατίθημι,,antidiatithēmi,"set oneself in opposition, be opposed",,1
"ἀντίδικος, -ου, ὁ",,antidikos,"opponent, adversary",476,5
"ἀντίθεσις, -εως, ἡ",,antithesis,"contradiction, opposition",477,1
ἀντικαθίστημι,,antikathistēmi,"oppose, resist",478,1
ἀντικαλέω,,antikaleō,invite in return,479,1
ἀντίκειμαι,,antikeimai,"lie opposite, i.e. oppose, withstand, resist, oppose",480,8
ἄντικρυς,ἀντικρύ,antikrus,opposite,481,1
ἀντιλαμβάνομαι,,antilambanomai,"help, take part in, take hold of, share in",482,3
ἀντιλέγω,,antilegō,"противоречить, возражать, оспаривать",483,11
"ἀντίλημψις, -εως, ἡ",,antilēmpsis,help,,
"ἀντίληψις, -εως, ἡ",ἀντίλημψις,antilēpsis,"help, ministration",484,1
"ἀντιλογία, -ας, ἡ",,antilogia,"dispute, contradiction, hostility, contention, rebellion",485,4
ἀντιλοιδορέω,,antiloidoreō,"revile in return, abuse in return, give abuse for abuse",486,1
"ἀντίλυτρον, -ου, τό",,antilutron,ransom,487,1
ἀντιμετρέω,,antimetreō,"measure in return, give equivalent measure",488,1
"ἀντιμισθία, -ας, ἡ",,antimisthia,"reward, recompense",489,2
"Ἀντιόχεια, -ας, ἡ",,Antiocheia,Антиохия,490,18
"Ἀντιοχεύς, -έως, ὁ",,Antiocheus,"Antiochene, Antiochian",491,1
ἀντιπαρέρχομαι,,antiparerchomai,"pass by on the opposite side, pass opposite",492,2
"Ἀντιπᾶς, -ᾶ, ὁ",,Antipas,Antipas,493,1
"Ἀντιπατρίς, -ίδος, ἡ",,Antipatris,Antipatris,494,1
ἀντιπέρα,,antipera,opposite,,1
ἀντιπέραν,,antiperan,on the opposite side or shore,495,1
ἀντιπίπτω,,antipiptō,"resist, oppose, fall foul of",496,1
ἀντιστρατεύω,,antistrateuō,"war against, campaign against",497,1
ἀντιτάσσομαι,,antitassomai,"range in battle against, oppose, resist, set myself against",498,5
"ἀντίτυπος, -ον",,antitupos,"struck back, corresponding to, typical of, representing by type or pattern",499,2
"ἀντίχριστος, -ου, ὁ",,antichristos,antichrist,500,5
ἀντλέω,,antleō,"draw water, draw, draw out",501,4
"ἄντλημα, -τος, τό",,antlēma,"bucket, pail",502,1
ἀντοφθαλμέω,,antophthalmeō,"look directly at, face, resist",503,1
"ἄντρον, -ου, τό",,antron,cave (poetic),,
"ἄνυδρος, -ον",,anudros,"waterless, dry, without water",504,4
"ἀνυπόκριτος, -ον",,anupokritos,"sincere, without hypocrisy, genuine, unfeigned",505,6
"ἀνυπότακτος, -ον",,anupotaktos,"not subject to rule, rebellious, unruly",506,4
ἄνω,,anō,"вверх, кверху, наверху",507,10
"ἀνώγεον, -ου, τό",,anōgeon,upper room,508,2
ἄνωθεν,,anōthen,"сверху, снова, опять, издавна, сначала",509,13
"ἀνωτερικός, -ή, -όν",,anōterikos,"upper, higher-lying",510,1
ἀνώτερον,,anōteron,"higher, more honorable place, previously, above",511,2
ἀνώτερος,,anōteros,"higher, above",,
ἀνωφελής,,anōphelēs,"unprofitable, useless",512,2
"ἀξίνη, -ης, ἡ",,axinē,axe,513,2
"ἄξιος, -α, -ον",,axios,достойный,514,41
ἀξιόω,,axioō,"consider worthy, account or treat as worthy",515,7
ἀξίως,,axiōs,"worthily, in a manner worthy of",516,6
"ἄοκνος, -ον, ",,aoknos,"without hesitation, energetic",,
"ἀόρατος, -ον",,aoratos,"invisible, unseen",517,5
ἀόριστος,,aoristos,aorist (grammar),,
ἀπαγγέλλω,,apaggellō,"рассказывать, сообщать, возвещать",518,46
ἀπάγχω,,apagchō,"choke, strangle, hang oneself",519,1
ἀπάγω,,apagō,"вести, уводить, тянуть, влечь",520,15
"ἀπαίδευτος, -ον",,apaideutos,"uninstructed, uneducated, ignorant, untrained",521,1
ἀπαίρω,,apairō,"take away, depart, remove",522,3
ἀπαιτέω,,apaiteō,"ask for, demand, ask back, ask what is my due",523,2
ἀπαλγέω,,apalgeō,"become callous, dead to feeling, be despondent, am past feeling, cease to care",524,1
ἀπαλλάσσω,,apallassō,"leave, deliver, settle, free from",525,3
ἀπαλλοτριόομαι,,apallotrioomai,"alienate, estrange",526,3
"ἁπαλός, -ή, -όν",,apalos,tender,527,2
ἀπαντάω,,apantaō,"meet, encounter",528,2
"ἀπάντησις, -εως, ἡ",,apantēsis,"meeting, act of meeting, meet",529,3
ἅπαξ,,apax,"один раз, однажды",530,14
"ἀπαράβατος, -ον",,aparabatos,"permanent, unchangeable, inviolable",531,1
"ἀπαρασκεύαστος, -ον",,aparaskeuastos,"not ready, unprepared",532,1
ἀπαρνέομαι,,aparneomai,"отрицать, отказаться, отречься",533,13
ἀπάρτι,,aparti,See ἀπό and ἄρτι,534,1
"ἀπαρτισμός, -οῦ, ὁ",,apartismos,"completion, perfection.",535,1
"ἀπαρχή, -ῆς, ἡ",,aparchē,first fruit,536,8
"ἅπας, -ασα, -αν",,apas,"весь, целый, все, всё",537,32
ἀπασπάζομαι,,apaspazomai,"take leave of, say farewell to",,1
ἀπατάω,,apataō,"deceive, lead into error",538,3
"ἀπάτη, -ης, ἡ",,apatē,"deceit, deceitfulness, deception",539,7
ἀπάτωρ,,apatōr,"fatherless, without a father, without father, of unknown father",540,1
"ἀπαύγασμα, -τος, τό",,apaugasma,"radiance, effulgence, reflection, light flashing forth, radiation, gleam",541,1
"ἀπείθεια, -ας, ἡ",,apeitheia,"disobedience, willful unbelief, obstinacy",543,7
ἀπειθέω,,apeitheō,"не слушаться, быть непокорным",544,16
ἀπειθής,,apeithēs,"disobedient, unbelieving",545,6
ἀπειλέω,,apeileō,"threaten, warm, forbid by threatening",546,2
"ἀπειλή, -ῆς, ἡ",,apeilē,"threat, threatening",547,3
ἄπειμι,,apeimi,"go away, depart, be absent, am absent","548, 549",8
ἀπεῖπον,,apeipon,"speak out, renounce, disown",550,1
"ἀπείραστος, -ον",,apeirastos,"unable to be tempted, untried, inexperienced, incapable of being tempted",551,1
"ἄπειρος, -ον",,apeiros,"unacquainted with, unaccustomed to, inexperienced, unskillful",552,1
ἀπεκδέχομαι,,apekdechomai,"await eagerly, expect eagerly, wait for eagerly",553,7
ἀπεκδύομαι,,apekduomai,"strip off, disarm, strip, divest, renounce",554,2
"ἀπέκδυσις, -εως, ἡ",,apekdusis,"removal, stripping off, putting off, casting off",555,1
ἀπελαύνω,,apelaunō,drive away,556,1
"ἀπελεγμός, -οῦ, ὁ",,apelegmos,"disrepute, discredit, refutation, rejection",557,1
"ἀπελεύθερος, -ου, ὁ",,apeleutheros,freedman,558,1
"Ἀπελλῆς, -οῦ, ὁ",,Apellēs,Apelles,559,1
ἀπελπίζω,,apelpizō,"despair of, expect in return, despair",560,1
ἀπέναντι,,apenanti,"over against, before, contrary to, opposite, in view of, in the presence of",561,6
"ἀπέραντος, -ον",,aperantos,"endless, limitless, unaccomplished, unending",562,1
ἀπερισπάστως,,aperispastōs,"without distraction, without being distracted",563,1
"ἀπερίτμητος, -ον",,aperitmētos,"uncircumcised, stubborn, unclean",564,1
ἀπέρχομαι,,aperchomai,"Уходить, отходить",565,120
ἀπέχω,,apechō,"receive, obtain, be distant, abstain from, it is enough, have in full","566, 568, 567",18
ἀπιστέω,,apisteō,"disbelieve, be faithless, am unfaithful",569,6
"ἀπιστία, -ας, ἡ",,apistia,"неверие, неверность, недоверие",570,10
"ἄπιστος, -ον",,apistos,"неверующий, неверный",571,23
"ἁπλότης, -ητος, ἡ",,aplotēs,"singleness, hence simplicity, simplicity, sincerity, purity",572,8
"ἁπλοῦς, -ῆ, -οῦν",,aplous,"simple, single, sincere, sound",573,2
ἁπλῶς,,aplōs,"simply, sincerely, generously",574,1
ἀπό,"ἀφ᾽, ἀπ᾽",apo,"из, от",575,647
ἀποβαίνω,,apobainō,"get out, go away, go or come out of, disembark, result",576,4
ἀποβάλλω,,apoballō,"throw away, cast aside, throw away from, throw overboard",577,2
ἀποβλέπω,,apoblepō,"look, pay attention, look away from, turn my attention to",578,1
"ἀπόβλητος, -ον",,apoblētos,"rejected, worthy to be cast away, worthless",579,1
"ἀποβολή, -ῆς, ἡ",,apobolē,"rejection, loss, casting away",580,2
ἀπογίνομαι,,apoginomai,"die, go out of being, cease to be",581,1
